donor_category	donor_id	donor_name	source_url	country_code	project_name	is_loan	amount_m	currency	amount_m_usd	objectives	main_components	start_date	start_ut	end_date	end_ut	duration	duration_unit	duration_unit_ticks	implementing_agency	executing_agency	Project Name	Loan / Grant	Amount (USD)	Objective/s	Main Component/s	Commencement Date	Duration	Implementing Agency	Executing Agency
bilateral	37	EDCF EXIM Bank of Korea	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=37&today=2022-03-14&Itemid=321&lang=en	KR	Grater Galle Water Supply Project stage II	True	14.8	USD	14.8		Provided water supply facilities to 160,000 people with connections; Laying of 30,327392 Km length of distribution pipe lines in greater Galle area.	2005-06-07	1118102400						Water Supply and Drainage Board	Ministry of Urban Development and Water Supply	Grater Galle Water Supply Project stage II	Loan	14.8 Million		Provided water supply facilities to 160,000 people with connections; Laying of 30,327392 Km length of distribution pipe lines in greater Galle area.	2005-06-07		Water Supply and Drainage Board	Ministry of Urban Development and Water Supply
bilateral	34	KBC Bank of Belgium	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=34&today=2022-03-14&Itemid=321&lang=en	BE	Implementation of Monaragala - Buttala Water Supply Project	True	12.99657895	EUR	14.166271055500001		Construction of a water treatment plant of 6,000 m3/day; Construction of 110km of water distribution network to cover 43 Grama Niladari Divisions	2014-06-16	1402876800						National Water Supply and Drainage Board	Ministry of City Planning and Water Supply	Implementation of Monaragala - Buttala Water Supply Project	Loan	Euro 12,996,578.95		Construction of a water treatment plant of 6,000 m3/day; Construction of 110km of water distribution network to cover 43 Grama Niladari Divisions	2014-06-16		National Water Supply and Drainage Board	Ministry of City Planning and Water Supply
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	Vavuniya – Kilinochchi Transmission Line Project II SL – P 102	True	12.9	USD	12.9			0000-00-00							Ceylon Electricity Board	Ministry of Power and renewable Energy	Vavuniya – Kilinochchi Transmission Line Project II SL – P 102	Loan	12.9 Million			0000-00-00		Ceylon Electricity Board	Ministry of Power and renewable Energy
bilateral	33	BBVA Bank of Spain	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=33&today=2022-03-14&Itemid=321&lang=en	ES	Construction of Veyangoda Railway Crossing Fly-over Project	True	11.22	EUR	12.229800000000001			2012-09-23	1348358400						Road Development Authority	Ministry of Higher Education and Highways	Construction of Veyangoda Railway Crossing Fly-over Project	Loan	Euro 11,220,000			2012-09-23		Road Development Authority	Ministry of Higher Education and Highways
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	Vavuniya - Kilinochchi Transmission Line Project II (SLP 102)	True	1422.0	JPY	12.087000000000002	Reinforce the Transmission network in Northern area of the country	Rehabilitation of 132 kV Transmission Line from Vavuniya to Kilinochchi; Construction of Kilinochchi Grid Substation	2011-03-22	1300752000						Ceylon Electricity Board	Ministry of Power & Renewable Energy	Vavuniya - Kilinochchi Transmission Line Project II (SLP 102)	Loan	JPY 1,422 Mn	Reinforce the Transmission network in Northern area of the country	Rehabilitation of 132 kV Transmission Line from Vavuniya to Kilinochchi; Construction of Kilinochchi Grid Substation	2011-03-22		Ceylon Electricity Board	Ministry of Power & Renewable Energy
bilateral	5	Kuwait Fund for Arab Economic Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=5&today=2022-03-14&Itemid=321&lang=en	KW	South Eastern University of Sri Lanka Development Project - Phase 1B	True	3.0	KWD	9.870000000000001	Develop the essential academic infrastructure and introduce new demand driven degree Programs at the South Eastern University of Sri Lanka to reflect regional and national needs of the country and thereby support and social and economic development in Sri Lanka.	Students Hostel; Accommodation for staff; Auditorium; Extension to the faculty of Technology  Building; Supply and installation of furniture, Education & IT Equipment	2011-12-20	1324339200			7.0	year	220903200.0	Ministry of Higher Education & Highways	South Eastern University, Sri Lanka	South Eastern University of Sri Lanka Development Project - Phase 1B	Loan	KD 3,000,000.00	Develop the essential academic infrastructure and introduce new demand driven degree Programs at the South Eastern University of Sri Lanka to reflect regional and national needs of the country and thereby support and social and economic development in Sri Lanka.	Students Hostel; Accommodation for staff; Auditorium; Extension to the faculty of Technology  Building; Supply and installation of furniture, Education & IT Equipment	2011-12-20	7 years	Ministry of Higher Education & Highways	South Eastern University, Sri Lanka
bilateral	5	Kuwait Fund for Arab Economic Development	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=5&today=2022-03-14&Itemid=321&lang=en	KW	South Eastern University of Sri Lanka Development Project-Phase1B	True	3.0	KWD	9.870000000000001		Students Hostel; Accommodation for staff; Auditorium; Extension to the faculty of TechnologyBuilding; Supply and installation of furniture, Education & IT Equipment	2011-12-20	1324339200			8.0	year	252460800.0	South Eastern University, Sri Lanka	Ministry of Higher Education & Highways.	South Eastern University of Sri Lanka Development Project-Phase1B	Loan	KD 3,000,000.00		Students Hostel; Accommodation for staff; Auditorium; Extension to the faculty of TechnologyBuilding; Supply and installation of furniture, Education & IT Equipment	2011-12-20	8 Years	South Eastern University, Sri Lanka	Ministry of Higher Education & Highways.
bilateral	26	Raiffeisen Bank International AG, Austria	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=26&today=2022-03-14&Itemid=321&lang=en	AT	Construction of Kochchikade Bridge Project	True	8.7	EUR	9.483			2016-01-13	1452643200						Road Development Authority	Ministry of Higher Education and Highways	Construction of Kochchikade Bridge Project	Loan	Euro 8,700,000			2016-01-13		Road Development Authority	Ministry of Higher Education and Highways
bilateral	37	EDCF EXIM Bank of Korea	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=37&today=2022-03-14&Itemid=321&lang=en	KR	Power Sector Development Project	True	8.25	USD	8.25	Habarana; Balangoda; Trincomalee; Kiribathkumbura	Habarana Grid Substation (2x10MVA transformers replaced with 2x31.5MVA transformers and added 4x33kV feeder bays); Balangoda Grid Substation (2x10MVA transformers replaced with 2x31.5MVA transformers and added 4x33kV feeder bays); Trincomalee Grid Substation (2x10MVA transformers replaced with 2x31.5MVA transformers and added 4x33kV feeder bays); Kiribathkumbura Grid Substation (added 2x132kV transmission line bays)	1996-11-13	847843200						Ceylon Electricity Board	Ministry of Power	Power Sector Development Project	Loan	8.25 Million	Habarana; Balangoda; Trincomalee; Kiribathkumbura	Habarana Grid Substation (2x10MVA transformers replaced with 2x31.5MVA transformers and added 4x33kV feeder bays); Balangoda Grid Substation (2x10MVA transformers replaced with 2x31.5MVA transformers and added 4x33kV feeder bays); Trincomalee Grid Substation (2x10MVA transformers replaced with 2x31.5MVA transformers and added 4x33kV feeder bays); Kiribathkumbura Grid Substation (added 2x132kV transmission line bays)	1996-11-13		Ceylon Electricity Board	Ministry of Power
multilateral	2	Asian Development Bank	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=2&searchby=donor_type&donor_id=2&today=2022-03-14&Itemid=322&lang=en		Project Design Advance for Northern Province Sustainable Fisheries Development Project	True	1.3	USD	1.3	Project preparatory technical assistance.	Detail Engineering design of Fishery Harbors, Anchorages and Landing Sites.	2017-02-17	1487289600			1.0	year	31557600.0	Ministry of Fisheries and Aquatic Resources Development	Ministry of Fisheries and Aquatic Resources Development	Project Design Advance for Northern Province Sustainable Fisheries Development Project	Loan	USD 1.3 Mn	Project preparatory technical assistance.	Detail Engineering design of Fishery Harbors, Anchorages and Landing Sites.	2017-02-17	1 Year	Ministry of Fisheries and Aquatic Resources Development	Ministry of Fisheries and Aquatic Resources Development
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	Southern Highway Construction Project – Phase II SL-P 92	True			0		Widening of the 34 km road section from Dodangoda to Kurudugahahetekma; Installed the Toll system and operation and maintenance facilities for the entire road from Kottawa to Matara	2008-07-29	1217289600			3.0	year	94672800.0	Road Development Authority	Ministry of Highways and Road Development	Southern Highway Construction Project – Phase II SL-P 92	Loan			Widening of the 34 km road section from Dodangoda to Kurudugahahetekma; Installed the Toll system and operation and maintenance facilities for the entire road from Kottawa to Matara	2008-07-29	3 years	Road Development Authority	Ministry of Highways and Road Development
bilateral	17	East Asia - Japan	http://www.erd.gov.lk/index.php?option=com_rmobilization&view=resource_project&category_id=1&sub_category_id=1&searchby=donor_type&donor_id=17&today=2022-03-14&Itemid=321&lang=en	JP	Bandaranaike International Airport Development Project Phase II Stage II	True			0			2016-07-20	1468972800			7.0	year	220903200.0	Airport & Aviation Services (Sri Lanka) Ltd.	Ministry of Transport & Civil Aviation	Bandaranaike International Airport Development Project Phase II Stage II	Loan				2016-07-20	7 Years	Airport & Aviation Services (Sri Lanka) Ltd.	Ministry of Transport & Civil Aviation
